City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,zakynthos,37.7914,20.8953,14.68,78,99,13.77,GR,1704601554
288,priozersk,61.0393,30.1291,-23.36,32,38,2.11,RU,1704601554
289,qarauyl,48.9451,79.255,-5.73,78,30,1.84,KZ,1704601554
290,jerez de la frontera,36.6865,-6.1361,5.97,91,0,2.57,ES,1704601555
291,ust-tsilma,65.441,52.1498,-26.88,100,100,1.34,RU,1704601555
292,obo,5.3998,26.4869,18.12,28,22,1.57,CF,1704601555
293,cove,7.221,2.3402,24.17,88,1,1.1,BJ,1704601556
294,haiku-pauwela,20.9219,-156.3051,25.01,71,0,2.06,US,1704601556
295,kirakira,-10.4544,161.9205,28.75,77,99,1.73,SB,1704601557
296,kuqa,41.7278,82.9364,-1.27,41,26,0.99,CN,1704601557
297,la passe,45.5549,-0.8967,3.13,87,9,4.13,FR,1704601557
298,kenai,60.5544,-151.2583,-1.03,93,100,5.66,US,1704601557
299,jever,53.5833,7.9,0.56,74,81,5.66,DE,1704601558
300,saynshand,44.8824,110.1163,-13.78,74,11,2.43,MN,1704601558
301,crescent city,41.756,-124.2018,5.82,94,100,1.54,US,1704601559
302,weno,7.4515,151.8468,28.45,69,83,9.96,FM,1704601559
303,rongelap,11.1635,166.8941,27.26,65,100,7.79,MH,1704601560
304,jiexiu,37.0244,111.9125,-0.93,31,0,1.0,CN,1704601560
305,puerto cabezas,14.0351,-83.3888,24.59,87,4,3.13,NI,1704601560
306,yamada,39.4667,141.95,4.55,38,28,6.12,JP,1704601561
307,rio grande,-32.035,-52.0986,23.3,89,88,5.99,BR,1704601561
308,qaqortoq,60.7167,-46.0333,-1.59,79,100,3.17,GL,1704601561
309,omaruru,-21.4333,15.9333,23.9,60,56,1.18,NA,1704601562
310,galesong,-5.3166,119.3661,32.01,82,100,3.35,ID,1704601562
311,kapuskasing,49.4169,-82.4331,-12.95,78,100,4.12,CA,1704601295
312,mitu,1.1983,-70.1733,26.04,72,97,0.89,CO,1704601563
313,kudahuvadhoo,2.6708,72.8944,28.36,75,63,3.44,MV,1704601563
314,newman,37.3138,-121.0208,7.79,92,100,0.89,US,1704601564
315,conde,-7.2597,-34.9075,24.7,88,20,1.03,BR,1704601564
316,ringim,12.1548,9.1619,16.45,22,16,3.61,NG,1704601564
317,hilo,19.7297,-155.09,22.85,90,40,2.06,US,1704601565
318,puerto deseado,-47.7503,-65.8938,12.81,78,33,9.36,AR,1704601320
319,xining,36.6167,101.7667,-1.07,24,0,0.88,CN,1704601566
320,sagua la grande,22.8067,-80.0756,21.55,93,2,2.59,CU,1704601566
321,margate,51.3813,1.3862,4.27,82,100,5.81,GB,1704601426
322,kailua-kona,19.6406,-155.9956,25.98,88,40,2.57,US,1704601567
323,severnoye,56.3491,78.3619,-27.79,100,20,1.79,RU,1704601567
324,ust'-uda,54.1742,103.0304,-12.42,93,100,1.32,RU,1704601567
325,baoro,5.6667,15.9667,17.94,26,21,2.08,CF,1704601568
326,severo-yeniseyskiy,60.3725,93.0408,-26.9,100,78,1.79,RU,1704601568
327,bunia,1.5667,30.25,16.45,53,32,1.5,CD,1704601569
328,magong,23.5654,119.5863,19.09,74,50,14.15,TW,1704601569
329,novyy urgal,51.0736,132.5642,-23.25,88,100,0.75,RU,1704601569
330,pontianak,-0.0333,109.3333,27.99,83,75,1.03,ID,1704601570
331,quebo,11.3333,-14.9333,20.16,85,60,1.12,GW,1704601570
332,antofagasta,-23.65,-70.4,19.6,78,52,1.97,CL,1704601564
333,bununu,9.8681,9.6628,17.26,23,34,1.39,NG,1704601571
334,sur,22.5667,59.5289,22.12,63,0,2.76,OM,1704601571
335,vera,-29.4593,-60.2126,24.43,69,4,3.46,AR,1704601571
336,sal rei,16.1833,-22.9167,23.01,74,0,3.97,CV,1704601572
337,mosjoen,65.836,13.1908,-7.71,86,75,1.03,NO,1704601573
338,villa ojo de agua,-29.5,-63.6938,23.34,68,96,5.94,AR,1704601573
339,mhamid,29.82,-5.72,10.24,47,78,1.69,MA,1704601573
340,sinabang,2.4803,96.3801,27.3,80,100,2.7,ID,1704601574
341,kencong,-8.2833,113.3667,30.47,58,98,1.35,ID,1704601574
342,bardai,11.65,7.2333,16.04,23,12,4.07,NG,1704601574
343,holualoa,19.6228,-155.9522,23.91,88,40,2.57,US,1704601575
344,puerto armuelles,8.2833,-82.8667,25.15,87,74,1.93,PA,1704601575
345,taulaga,-11.0553,-171.0883,29.18,71,100,2.53,AS,1704601575
346,ndele,8.4109,20.6473,18.27,24,1,2.1,CF,1704601576
347,carutapera,-1.195,-46.02,24.43,94,100,1.44,BR,1704601576
348,nefta,33.8731,7.8777,7.14,53,5,8.59,TN,1704601577
349,mapimi,25.8167,-103.85,10.91,19,89,0.98,MX,1704601577
350,fomboni,-12.28,43.7425,28.11,79,28,3.22,KM,1704601577
351,ben mehidi,36.7697,7.9064,8.99,81,75,8.75,DZ,1704601578
352,cabedelo,-6.9811,-34.8339,25.37,74,5,3.37,BR,1704601578
353,san julian,21.0167,-102.1667,12.04,41,59,2.26,MX,1704601578
354,college,64.8569,-147.8028,-20.31,76,20,2.06,US,1704601344
355,urucara,-2.5364,-57.76,22.71,98,100,0.81,BR,1704601579
356,votuporanga,-20.4228,-49.9728,24.96,56,34,1.72,BR,1704601579
357,thames,-37.1333,175.5333,22.08,65,52,2.71,NZ,1704601580
358,san patricio,28.017,-97.5169,15.47,55,84,2.65,US,1704601580
359,mil'kovo,55.6078,37.7956,-19.25,92,24,3.55,RU,1704601580
360,sarmiento,-45.5882,-69.07,16.12,35,15,8.54,AR,1704601581
361,ambalangoda,6.2355,80.0538,27.3,76,52,0.17,LK,1704601581
362,queenstown,-31.8976,26.8753,17.53,82,82,0.94,ZA,1704601582
363,naze,28.3667,129.4833,16.51,52,39,6.96,JP,1704601583
364,dakhla,23.6848,-15.958,18.76,60,73,5.12,EH,1704601583
365,krapivinskiy,54.9992,86.8133,-19.13,100,98,0.21,RU,1704601584
366,bazarnyy karabulak,52.2683,46.4144,-12.72,96,100,0.34,RU,1704601584
367,pathein,16.7833,94.7333,28.15,45,8,2.82,MM,1704601523
368,levuka,50.1834,-105.4011,-8.16,95,100,3.62,CA,1704601585
369,yermolayevo,52.7167,55.8,-10.71,97,100,2.32,RU,1704601585
370,punta arenas,-53.15,-70.9167,10.06,71,0,6.69,CL,1704601586
371,kavaratti,10.5669,72.642,28.04,76,98,4.8,IN,1704601586
372,berdigestyakh,62.0989,126.6992,-38.95,99,68,1.38,RU,1704601586
373,balakhta,55.38,91.6,-13.1,96,99,1.51,RU,1704601587
374,san antonio de pale,-1.4014,5.6325,27.02,73,61,2.78,GQ,1704601587
375,berlin,52.5244,13.4105,-2.18,76,75,8.23,DE,1704600933
376,baiyin,36.5583,104.2081,1.03,24,1,1.12,CN,1704601588
377,coyhaique,-45.5752,-72.0662,10.97,58,0,1.54,CL,1704601589
378,capayan,-28.761,-66.0502,30.88,50,0,4.67,AR,1704601589
379,constitucion,-35.3333,-72.4167,13.5,92,1,2.95,CL,1704601590
380,dunedin,-45.8742,170.5036,12.67,91,88,1.79,NZ,1704601590
381,novyy urengoy,66.0833,76.6333,-21.34,94,63,4.15,RU,1704601591
382,sao tome,0.3365,6.7273,26.7,80,78,3.31,ST,1704601591
383,fuglafjordur,62.244,-6.814,2.26,68,45,3.97,FO,1704601592
384,juankoski,63.0667,28.35,-31.02,100,46,0.72,FI,1704601592
385,walvis bay,-22.9575,14.5053,17.96,82,21,3.44,NA,1704601593
386,vanino,49.0869,140.2543,-11.71,71,77,1.59,RU,1704601593
387,minas de marcona,-15.2119,-75.1103,17.33,86,70,5.47,PE,1704601594
388,yakeshi,49.2833,120.7333,-26.03,88,47,2.01,CN,1704601594
389,zunyi,27.6867,106.9072,9.23,91,100,2.02,CN,1704601595
390,formosa do rio preto,-11.0483,-45.1931,22.21,91,42,0.83,BR,1704601595
391,belgrade,44.804,20.4651,9.63,62,0,6.17,RS,1704601207
392,mount gambier,-37.8333,140.7667,22.03,87,100,1.5,AU,1704601596
393,diboll,31.1871,-94.781,3.26,97,0,0.0,US,1704601596
394,totness,5.8833,-56.3167,25.67,81,27,5.34,SR,1704601597
395,vilyuysk,63.7553,121.6247,-36.67,95,40,2.68,RU,1704601597
396,carolina,18.3808,-65.9574,26.69,87,40,0.89,PR,1704601452
397,yima,34.7381,111.8839,1.75,39,20,2.97,CN,1704601598
398,broome,42.2506,-75.833,-1.32,95,100,1.34,US,1704601598
399,albufeira,37.0882,-8.2503,8.34,72,100,2.85,PT,1704601599
400,puerto baquerizo moreno,-0.9,-89.6,24.41,85,98,5.16,EC,1704601600
401,shukat as sufi,31.26,34.2826,15.68,54,3,3.26,PS,1704601600
402,lospalos,-8.5186,127.0025,30.92,57,99,1.96,TL,1704601601
403,daur,26.4583,68.3192,16.9,27,0,2.09,PK,1704601601
404,portland,45.5234,-122.6762,5.38,94,100,4.02,US,1704601565
405,tongliao,43.6125,122.2653,-13.11,59,0,2.63,CN,1704601602
406,zav'yalovo,56.7847,53.3776,-25.36,99,100,1.34,RU,1704601602
407,pinotepa nacional,16.3167,-98.0167,21.29,83,0,1.33,MX,1704601602
408,karangampel,-6.4622,108.4519,29.41,69,93,2.12,ID,1704601603
409,kuala tungkal,-0.8167,103.4667,26.75,85,100,3.38,ID,1704601603
410,callao,-12.0667,-77.15,23.73,73,0,7.2,PE,1704601603
411,el burgo de osma,41.5862,-3.0652,-0.39,93,36,4.77,ES,1704601604
412,touros,-5.1989,-35.4608,26.3,81,81,4.29,BR,1704601604
413,cullera,39.1667,-0.25,10.74,50,0,4.02,ES,1704601604
414,geraldton,-28.7667,114.6,33.23,38,0,7.2,AU,1704601605
415,cabo san lucas,22.8909,-109.9124,20.98,51,100,1.34,MX,1704600897
416,klaksvik,62.2266,-6.589,2.51,65,43,4.81,FO,1704601606
417,le vauclin,14.5452,-60.8388,24.03,88,20,2.57,MQ,1704601606
418,praia da vitoria,38.7333,-27.0667,15.42,94,40,9.18,PT,1704601606
419,edson,53.5835,-116.4356,-11.92,79,100,3.09,CA,1704601607
420,shenjiamen,29.9576,122.298,8.36,62,5,7.14,CN,1704601607
421,santa marta,11.2408,-74.199,28.83,72,20,6.71,CO,1704601608
422,lakatoro,-16.0999,167.4164,28.7,77,81,2.33,VU,1704601609
423,kalamb,19.05,73.95,23.22,46,60,4.89,IN,1704601609
424,sisimiut,66.9395,-53.6735,-10.65,83,100,1.7,GL,1704601610
425,belmonte,-15.8631,-38.8828,25.48,93,99,1.69,BR,1704601610
426,dean funes,-30.4204,-64.3498,20.44,83,75,6.74,AR,1704601611
427,tual,-5.6667,132.75,28.62,76,98,2.93,ID,1704601611
428,dulangan,11.4561,122.9557,27.5,85,100,6.73,PH,1704601611
429,cobram,-35.9167,145.65,22.84,72,100,6.21,AU,1704601612
430,okhotsk,59.3833,143.3,-28.68,80,1,5.21,RU,1704601612
431,ostrovskoye,57.8057,42.2433,-24.17,98,93,2.43,RU,1704601612
432,illizi,26.4833,8.4667,6.89,36,0,1.57,DZ,1704601613
433,saipan,15.1355,145.701,29.39,74,40,4.63,MP,1704601613
434,fairhope,30.523,-87.9033,8.71,74,0,2.57,US,1704601614
435,caiaponia,-16.9567,-51.8103,20.25,93,4,0.75,BR,1704601615
436,katsuren-haebaru,26.3369,127.8719,23.43,54,75,7.2,JP,1704601615
437,balta,47.9355,29.6198,3.08,90,96,7.2,UA,1704601615
438,hegang,47.4,130.3667,-16.16,68,24,3.22,CN,1704601615
439,ellenabad,29.45,74.65,11.49,30,0,1.46,IN,1704601616
440,ta`u,-14.2336,-169.5144,28.51,76,37,4.88,AS,1704601499
441,tsiombe,-25.3,45.4833,24.97,85,44,2.85,MG,1704601616
442,manakara,-22.1333,48.0167,24.2,94,100,2.94,MG,1704601617
443,puerto san jose,13.9256,-90.8244,24.05,82,1,1.88,GT,1704601617
444,dzuunharaa,48.8523,106.4579,-15.13,76,52,0.52,MN,1704601617
445,joensuu,62.6012,29.7632,-24.73,77,0,2.06,FI,1704601618
446,burang,30.25,81.1667,-6.31,27,0,0.73,CN,1704601618
447,cuenca,-2.8833,-78.9833,15.07,77,75,1.03,EC,1704601618
448,mzuzu,-11.4656,34.0207,17.38,87,98,0.22,MW,1704601619
449,desborough,52.4418,-0.8213,3.08,86,64,2.24,GB,1704601619
450,kalmunai,7.4167,81.8167,27.32,78,55,2.09,LK,1704601508
451,new norfolk,-42.7826,147.0587,25.72,77,100,0.62,AU,1704601620
452,veraval,20.9,70.3667,22.07,39,0,6.39,IN,1704601620
453,new romney,50.986,0.9412,3.96,86,75,5.66,GB,1704601621
454,baranchinskiy,58.1617,59.6991,-14.34,97,100,0.63,RU,1704601621
455,yeppoon,-23.1333,150.7333,31.88,63,47,6.53,AU,1704601621
456,hancheng,32.5186,112.3522,5.76,31,99,5.13,CN,1704601622
457,ponta delgada,37.7333,-25.6667,18.44,82,40,5.66,PT,1704601622
458,al jumum,21.6169,39.6981,22.63,71,28,0.75,SA,1704601622
459,badger,64.8,-147.5333,-20.36,74,0,2.06,US,1704601623
460,remire-montjoly,4.9167,-52.2667,24.02,94,0,0.0,GF,1704601623
461,badr hunayn,23.7829,38.7905,22.15,57,0,1.62,SA,1704601624
462,saint-philippe,-21.3585,55.7679,26.77,82,98,4.01,RE,1704601624
463,kidal,18.4411,1.4078,20.65,15,98,3.68,ML,1704601624
464,flin flon,54.7682,-101.865,-21.17,99,90,1.41,CA,1704601625
465,lautoka,-17.6167,177.4667,30.92,70,40,6.69,FJ,1704601625
466,gadzhiyevo,69.2551,33.3362,-6.27,91,98,7.68,RU,1704601626
467,tyukhtet,56.5389,89.3011,-15.74,98,98,2.12,RU,1704601626
468,marabba,12.35,32.1833,18.47,30,5,3.89,SD,1704601626
469,axim,4.8699,-2.2405,26.49,85,17,2.52,GH,1704601627
470,san jose de jachal,-30.2406,-68.7469,23.56,48,0,1.54,AR,1704601627
471,agat village,13.3886,144.6585,30.53,73,20,6.17,GU,1704601628
472,goundam,16.4145,-3.6708,21.55,15,97,3.91,ML,1704601628
473,sola,-13.8833,167.55,28.28,71,93,1.28,VU,1704601629
474,houlton,46.1262,-67.8403,-14.1,84,0,0.0,US,1704601629
475,namibe,-15.1961,12.1522,21.81,79,100,2.17,AO,1704601629
476,novooleksiyivka,46.2269,34.6428,7.15,67,100,3.59,UA,1704601630
477,xanxere,-26.8769,-52.4042,20.03,71,49,1.47,BR,1704601630
478,siwa oasis,29.2041,25.5195,12.68,31,0,3.22,EG,1704601630
479,mahina,-17.5065,-149.489,28.87,74,75,2.57,PF,1704601631
480,itaituba,-4.2761,-55.9836,22.13,100,99,0.76,BR,1704601631
481,molina,-35.1167,-71.2833,17.85,55,0,3.6,CL,1704601632
482,malanje,-9.5402,16.341,15.65,92,98,1.7,AO,1704601633
483,hola prystan',46.5206,32.5258,8.56,87,100,3.17,UA,1704601633
484,sterlibashevo,53.4376,55.2578,-15.67,100,99,1.72,RU,1704601634
485,watertown,42.3709,-71.1828,3.01,87,100,13.38,US,1704601634
486,douglas,41.3,-96.167,-2.01,85,75,4.12,US,1704601634
487,tionk essil,12.7856,-16.5217,22.28,44,0,2.21,SN,1704601635
488,cuamba,-14.8031,36.5372,20.86,93,100,0.77,MZ,1704601635
489,birjand,32.8663,59.2211,6.26,52,20,4.12,IR,1704601636
490,crane,31.3974,-102.3501,6.2,46,0,3.2,US,1704601636
491,akureyri,65.6835,-18.0878,-8.04,86,0,2.06,IS,1704601636
492,mammoth lakes,37.6485,-118.9721,-4.86,77,100,7.2,US,1704601637
493,codrington,-38.2667,141.9667,19.44,97,100,2.79,AU,1704601637
494,gaspe,48.8334,-64.4819,-11.88,72,20,5.14,CA,1704601637
495,khandyga,62.6667,135.6,-41.72,98,100,0.65,RU,1704601638
496,gizo,-8.103,156.8419,29.07,73,100,2.1,SB,1704601638
497,lenbe,19.7,-72.4,22.64,91,17,0.69,HT,1704601639
498,nicoya,10.1483,-85.452,23.56,85,40,2.18,CR,1704601639
499,diu,20.7141,70.9822,22.83,42,6,6.4,IN,1704601639
500,olavarria,-36.8927,-60.3225,16.34,95,39,2.5,AR,1704601372
501,novodvinsk,64.4165,40.8122,-15.14,99,99,2.01,RU,1704601640
502,kolosovka,56.4678,73.611,-28.03,99,41,2.43,RU,1704601640
503,cafayate,-26.073,-65.9761,23.62,73,54,2.14,AR,1704601641
504,dawei,14.0833,98.2,32.23,40,77,0.54,MM,1704601641
505,manado,1.487,124.8455,32.43,70,40,4.12,ID,1704601376
506,kristiansund,63.1115,7.732,-3.64,80,75,2.57,NO,1704601642
507,georgiyevka,43.0369,74.7114,5.02,65,0,3.0,KZ,1704601642
508,oriximina,-1.7656,-55.8661,22.57,96,97,1.28,BR,1704601643
509,san rafael,-34.6177,-68.3301,22.52,34,0,2.12,AR,1704601362
510,pemba,-12.974,40.5178,25.42,86,100,2.66,MZ,1704601644
511,beruniy,41.6911,60.7525,5.98,87,100,6.17,UZ,1704601644
512,motueka,-41.1333,173.0167,22.83,60,21,3.12,NZ,1704601645
513,zaozersk,69.4005,32.4476,-10.37,90,96,3.51,RU,1704601645
514,vilyuchinsk,52.9306,158.4028,-10.85,75,5,3.54,RU,1704601646
515,caloto,3.0359,-76.4079,18.91,83,11,1.75,CO,1704601646
516,moree,-29.4667,149.85,31.35,33,88,4.33,AU,1704601646
517,baharly,38.4362,57.4316,7.7,60,100,3.82,TM,1704601647
518,ketchikan,55.3422,-131.6461,1.99,86,20,2.06,US,1704601647
519,grande prairie,55.1667,-118.8027,-17.9,78,100,5.14,CA,1704601271
520,fortuna,40.5982,-124.1573,5.37,94,75,0.0,US,1704601648
521,tete,-16.1564,33.5867,25.05,88,75,2.06,MZ,1704601648
522,passos,-20.7189,-46.6097,20.56,81,11,1.03,BR,1704601649
523,bandundu,-3.3167,17.3667,22.81,95,99,1.31,CD,1704601649
524,itapecerica,-20.4725,-45.1256,19.54,92,54,1.67,BR,1704601649
525,bangassou,4.7413,22.8184,17.08,42,68,1.38,CF,1704601650
526,runaway bay,18.4596,-77.3357,25.11,84,21,2.92,JM,1704601650
527,jiuquan,39.7432,98.5174,-0.1,24,63,0.25,CN,1704601650
528,yarmouth,41.7057,-70.2286,4.03,86,100,7.72,US,1704601651
529,kyongsong,41.5878,129.6061,-5.65,32,0,2.81,KP,1704601651
530,beaufort west,-32.3567,22.583,16.7,70,31,3.9,ZA,1704601652
531,swift current,50.2834,-107.8014,-9.55,92,100,4.12,CA,1704601652
532,sierra grande,-41.606,-65.3557,20.12,45,2,3.52,AR,1704601652
533,big bend,-26.8167,31.9333,22.05,88,1,0.0,SZ,1704601653
534,horta,38.5333,-28.6333,14.45,85,100,0.45,PT,1704601654
535,gubkinskiy,64.434,76.5026,-21.07,90,100,4.51,RU,1704601654
536,regina,50.4501,-104.6178,-8.94,88,100,6.17,CA,1704600806
537,sternberk,49.7304,17.2989,0.15,92,100,8.78,CZ,1704601655
538,nadym,65.5333,72.5167,-19.87,93,99,3.42,RU,1704601655
539,ad dabbah,18.05,30.95,16.14,29,5,3.22,SD,1704601655
540,mezhdurechensk,53.6942,88.0603,-6.28,95,100,0.31,RU,1704601656
541,gebeit,21.0667,36.3167,15.48,77,0,2.07,SD,1704601656
542,ilabaya,-17.4208,-70.5133,20.08,79,31,0.45,PE,1704601657
543,payyannur,12.1,75.2,27.08,76,58,0.99,IN,1704601657
544,dazhou,31.2159,107.5009,11.97,82,100,0.87,CN,1704601658
545,mar del plata,-38.0023,-57.5575,19.49,91,0,1.79,AR,1704601635
546,ad dilam,23.9915,47.1627,12.23,62,0,2.48,SA,1704601589
547,khovd,48.0056,91.6419,-11.68,75,77,0.6,MN,1704601658
548,rundu,-17.9333,19.7667,19.94,85,100,2.33,NA,1704601659
549,labytnangi,66.6572,66.4183,-22.83,90,78,2.58,RU,1704601659
550,usogorsk,63.4106,48.6872,-31.82,100,100,1.31,RU,1704601659
551,humaita,-7.5061,-63.0208,23.23,99,100,0.86,BR,1704601660
552,muromtsevo,56.3724,75.2418,-28.71,100,46,1.85,RU,1704601660
553,curitibanos,-27.2828,-50.5844,17.2,98,87,2.1,BR,1704601660
554,guerrero negro,27.9769,-114.0611,16.42,51,1,4.6,MX,1704601661
555,vernon,50.2581,-119.2691,2.09,82,100,1.03,CA,1704601661
556,kimbe,-5.5502,150.1429,29.47,78,100,2.35,PG,1704601661
557,luena,-11.7833,19.9167,19.1,94,75,3.09,AO,1704601662
558,antsiranana,-12.2787,49.2917,27.42,83,75,0.0,MG,1704601662
559,ilha de mocambique,-15.0342,40.7358,25.86,89,99,3.0,MZ,1704601663
560,tshabong,-26.05,22.45,26.3,44,68,2.94,BW,1704601663
561,san luis rio colorado,32.4631,-114.7767,13.28,30,85,4.71,MX,1704601663
562,sable-sur-sarthe,47.8376,-0.3329,4.14,90,100,4.18,FR,1704601664
563,mersa matruh,31.3525,27.2453,13.11,62,0,6.69,EG,1704601664
564,coruripe,-10.1256,-36.1756,25.56,80,1,5.61,BR,1704601664
565,sao joao de pirabas,-0.7747,-47.1772,24.14,94,100,0.88,BR,1704601665
566,pacific grove,36.6177,-121.9166,11.35,76,100,4.92,US,1704601548
567,zhangye,38.9342,100.4517,2.17,21,14,1.3,CN,1704601665
568,yaren,-0.5472,166.916,28.87,74,9,5.79,NR,1704601666
569,fisterra,42.9049,-9.2629,9.47,73,100,3.76,ES,1704601666
570,namie,37.4833,141.0,7.62,46,22,7.12,JP,1704601666
571,pirallahi,40.4723,50.333,5.08,87,72,5.79,AZ,1704601667
572,upata,8.0086,-62.3989,23.44,77,35,3.21,VE,1704601667
573,labrador city,52.9463,-66.9114,-27.05,76,100,1.54,CA,1704601668
574,zaysan,47.4667,84.8667,-3.73,96,100,1.67,KZ,1704601668
